Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
User Behaviour based Insider Threat Detection in Critical Infrastructures,M. Singh; B. Mehtre; S. Sangeetha,"IDRBT, Hyderabad; IDRBT, Hyderabad; NIT, Trichy",2021 2nd International Conference on Secure Cyber Computing and Communications (ICSCCC),13-Jul-21,2021,,,489,494,"Cyber security is an important concern in critical infrastructures such as banking and financial organizations, where a number of malicious insiders are involved. These insiders may be existing employees / users present within the organization and causing harm by performing any malicious activity and are commonly known as insider threats. Existing insider threat detection (ITD) methods are based on statistical analysis, machine and deep learning approaches. They monitor and detect malicious user activity based on pre-built rules which fails to detect unforeseen threats. Also, some of these methods require explicit feature engineering which results in high false positives. Apart from this, some methods choose relatively insufficient features and are computationally expensive which affects the classifier’s accuracy. Hence, in this paper, a user behaviour based ITD method is presented to overcome the above limitations. It is a conceptually simple and flexible approach based on augmented decision making and anomaly detection. It consists of bi-directional long short term memory (bi-LSTM) for efficient feature extraction. For the purpose of classifying users as ""normal"" or ""malicious"", a binary class support vector machine (SVM) is used. CMU-CERT v4.2 dataset is used for testing the proposed method. The performance is evaluated using the following parameters: Accuracy, Precision, Recall, F- Score and AUC-ROC. Test results show that the proposed method outperforms the existing methods.",,978-1-6654-4415-6,10.1109/ICSCCC51823.2021.9478137,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9478137,Cyber Security;Insider Threat Detection (ITD);User Behavior Analysis;Machine Learning;Anomaly Detection;Bi-directional Long Short Term Memory (bi-LSTM);Support Vector Machine (SVM),Support vector machines;Deep learning;Statistical analysis;Organizations;Feature extraction;Critical infrastructure;Computer crime,,17,,16,IEEE,13-Jul-21,21-23 May 2021,21-23 May 2021,IEEE,IEEE Conferences
ISFL-AE: Insider-Specific Feature Learning Autoencoder for Lightweight Insider Threat Detection,Y. Kim; Y. -G. Kim,"Department of Computer and Information Security, Sejong University, Seoul, South Korea; Department of Computer and Information Security and Convergence Engineering for Intelligent Drone, Sejong University, Seoul, South Korea",IEEE Transactions on Information Forensics and Security,3-Feb-26,2026,21,,1638,1653,"Malicious insiders who possess system access and security expertise are notoriously difficult to detect and can inflict severe financial damage. While recent advances in deep learning have demonstrated impressive accuracy in detecting insider threats, these models often assume the presence of well-defined or previously known anomalies. In practical organizational environments, however, threats may manifest as novel, subtle, or context-dependent behaviors that are not captured by existing patterns. Detecting such anomalies necessitates the extraction and analysis of rich behavioral features from large-scale insider activity data—an approach that, while effective, often leads to increased model complexity and computational burden. This, in turn, impedes real-time responsiveness and operational viability, potentially resulting in delayed threat mitigation and financial losses. Therefore, there is a pressing need for lightweight yet robust insider threat detection frameworks that can ensure timely and efficient deployment without compromising detection performance. To address this challenge, this paper proposes the Insider-Specific Feature Learning Autoencoder (ISFL-AE), a model designed to achieve high detection accuracy and fast processing speed. Unlike traditional reconstruction-based anomaly detection models—which use a single set of model parameters to reconstruct normal behavior for all insiders regardless of their role, authority level, or other attributes—ISFL-AE tailors its feature learning to insider-specific characteristics. ISFL-AE operates with the same number of parameters as a conventional autoencoder (AE), maintaining comparable processing speed while significantly improving detection performance. We evaluated ISFL-AE using the CERT r4.2 and r6.2 datasets. The results show that, while processing data at the same speed as a standard AE, ISFL-AE delivered markedly higher detection accuracy. Furthermore, it outperformed other machine learning models in detection accuracy and processing speed. Furthermore, our empirical results demonstrate that integrating insider-specific feature learning into autoencoder-based deep learning architectures significantly enhances anomaly detection performance, all while preserving real-time processing efficiency.",1556-6021,,10.1109/TIFS.2026.3659000,National Research Foundation of Korea (NRF) grant funded by the Korea Government (MSIT)(grant numbers:RS-2024-00335672); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11367073,Insider threat detection;cyber security;anomaly detection;unsupervised learning;autoencoder,Feature extraction;Threat assessment;Accuracy;Anomaly detection;Representation learning;Decoding;Computer architecture;Deep learning;Autoencoders;Computational modeling,,,,35,IEEE,28-Jan-26,2026,,IEEE,IEEE Journals
Deep Learning Based Attribute Classification Insider Threat Detection for Data Security,F. Meng; F. Lou; Y. Fu; Z. Tian,"Institute of Computer Application, China Academy of Engineer Physics, Mianyang, China; Institute of Computer Application, China Academy of Engineer Physics, Mianyang, China; Institute of Computer Application, China Academy of Engineer Physics, Mianyang, China; Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China",2018 IEEE Third International Conference on Data Science in Cyberspace (DSC),19-Jul-18,2018,,,576,581,"With the evolution of network threat, identifying threat from internal is getting more and more difficult. To detect malicious insiders, we move forward a step and propose a novel attribute classification insider threat detection method based on long short term memory recurrent neural networks (LSTM-RNNs). To achieve high detection rate, event aggregator, feature extractor, several attribute classifiers and anomaly calculator are seamlessly integrated into an end-to-end detection framework. Using the CERT insider threat dataset v6.2 and threat detection recall as our performance metric, experimental results validate that the proposed threat detection method greatly outperforms k-Nearest Neighbor, Isolation Forest, Support Vector Machine and Principal Component Analysis based threat detection methods.",,978-1-5386-4210-8,10.1109/DSC.2018.00092,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8411913,insider threat;anomaly detection;data security;deep learning;recurrent neural networks,Kernel;Principal component analysis;Feature extraction;Machine learning;Recurrent neural networks;Anomaly detection;Logic gates,,52,,15,IEEE,19-Jul-18,18-21 June 2018,18-21 June 2018,IEEE,IEEE Conferences
Behavioral Based Insider Threat Detection Using Deep Learning,R. Nasir; M. Afzal; R. Latif; W. Iqbal,"Department of Information Security, National University of Sciences and Technology (NUST), Islamabad, Pakistan; Department of Information Security, National University of Sciences and Technology (NUST), Islamabad, Pakistan; College of Computer and Information Sciences, Prince Sultan University, Riyadh, Saudi Arabia; Department of Information Security, National University of Sciences and Technology (NUST), Islamabad, Pakistan",IEEE Access,27-Oct-21,2021,9,,143266,143274,"The most detrimental cyber attacks are usually not originated by malicious outsiders or malware but from trusted insiders. The main advantage insider attackers have over external elements is their ability to bypass security checks and remain undiscovered, this may cause serious damage to the organizational assets. This paper focuses on insider threat detection through behavioral analysis of users. User behavior is categorized as normal or malicious based on user activity. A series of events and activities are analyzed for feature selection to efficiently detect adversarial behavior. Selected feature vectors are used for model training during the implementation phase. A deep learning based approach is proposed that detects insiders with greater accuracy and low false positive rate. A rich event / user role based feature set containing Logon/Logoff events, User_role, Functional_unit etc are used for detection. The dataset used is the CMU CERT synthetic insider threat dataset r4.2. Performance of our proposed algorithm has been compared to other well-known techniques i.e. long short term Memory- convolutional neural network, random forest, long short term memory- recurrent neural network, one class support vector machine, Markov chain model, multi state long short term memory & convolutional neural network, gated recurrent unit & skipgram. The comparison proved that our novel approach produces relatively good accuracy(90.60%), precision(97%) and F1 Score (94%).",2169-3536,,10.1109/ACCESS.2021.3118297,"Artificial Intelligence Data Analytics Lab (AIDA) CCIS, Prince Sultan University, Riyadh, Saudi Arabia; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9559986,Insider threat;deep learning;machine learning;user behavior;information security,Feature extraction;Deep learning;Anomaly detection;Training;Hidden Markov models;Data models;Time series analysis,,95,,40,CCBYNCND,5-Oct-21,2021,,IEEE,IEEE Journals
Prediction and Detection of Insider Threat Detection using Emails: A Comparision,A. Mittal; U. Garg,"CSE Department, Chandigarh University, Gharuan, India; CSE Department, Chandigarh University, Gharuan, India","2023 Second International Conference on Electrical, Electronics, Information and Communication Technologies (ICEEICT)",26-Jun-23,2023,,,1,6,"Recent breaches have proved that the insider threats are the most challenging type of threat and have shown the importance of research of insider threat in cybersecurity. As this problem is being researched by security communities using the traditional machine learning techniques. These techniques use feature engineering and some use anomaly-based detection which are based on high false positives. As these techniques are not able to identify the difference in the behavior of normal and malicious user because such characteristics like complexity, high dimensionality, lack of labelled threats, the nature (subtle and adaptive) of insiders, heterogeneity and the data related to personality and psychological traits is hard to collect as these do not capture motivations behind attacks. As compared to the traditional techniques, advanced machine learning techniques provide better detection for insiders, but the detection still has some limitations like lack of labelled data and adaptive attacks. In this paper, a new methodology is proposed for psychological sentiment analysis based on the email and the network browsing done by the insiders using LDA and SMO. After demonstration, the technique is then being compared with traditional methods and the malicious insiders with negative emotions are detected. This research is built to identify the emotions of the insiders based on the text and sentiment analysis of the emails and the webpages browsed.",,979-8-3503-9763-5,10.1109/ICEEICT56924.2023.10157297,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10157297,CERT dataset;machine learning;Linear Discriminant Analysis;Spider Monkey Optimization;insiders,Measurement;Sentiment analysis;Psychology;Machine learning;Organizations;Feature extraction;Electronic mail,,11,,26,IEEE,26-Jun-23,5-7 April 2023,5-7 April 2023,IEEE,IEEE Conferences
Insider Threat Detection based on Knowledge Graph and Large Language Model,Y. Li; Z. Ding; Z. Yan; Z. Li; H. Shao,"The Third Research Institute of Ministry of Public Security The Third Research Institute of Ministry of Public Security, China; The Third Research Institute of Ministry of Public Security The Third Research Institute of Ministry of Public Security, China; Shanghai Public Security Bureau, China; The Third Research Institute of Ministry of Public Security The Third Research Institute of Ministry of Public Security, China; The Third Research Institute of Ministry of Public Security The Third Research Institute of Ministry of Public Security, China",2024 7th International Conference on Data Science and Information Technology (DSIT),18-Feb-25,2024,,,1,4,"This article proposes an insider threat detection method based on a combination of knowledge graph and large language model (LLM); first, the internal systems, users, IPs, access behaviors, etc. are modeled through the knowledge graph ontology; then, a few-shot learning information extraction method based on LLMs is used to extract knowledge from the behavior logs to complete the threat detection knowledge graph. Finally, the representation learning method based on the knowledge graph and the embedding based on the LLM are used to extract feature vectors, which are used as input of the insider threat detection model training based on Deep SVDD. The experimental results show that this method can automatically detect abnormal threat behaviors from massive logs at high accuracy, and has the ability to detect deeply hidden abnormal threat behaviors.",,979-8-3503-8409-3,10.1109/DSIT61374.2024.10881842,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10881842,insider threat detection;knowledge graph;large language model;deep-SVDD,Training;Representation learning;Large language models;Semantics;Knowledge graphs;Feature extraction;Threat assessment;Vectors;Data models;Cognition,,2,,15,IEEE,18-Feb-25,20-22 Dec. 2024,20-22 Dec. 2024,IEEE,IEEE Conferences
Next-Gen Insider Threat Detection Ddos: A Hybrid Deep Learning Framework for Cloud Security,M. M. Maloka; R. Van Rck,"Department of Information and Communication Technology, Vaal University of Technology, Vanderbijlpark, South Africa; Department of Information and Communication Technology, Vaal University of Technology, Vanderbijlpark, South Africa",2025 5th International Multidisciplinary Information Technology and Engineering Conference (IMITEC),3-Mar-26,2025,,,1,5,"The growing dependence on cloud computing has made it a prime target for Distributed Denial of Service (DDoS) attacks, which have the potential to seriously impair data integrity and interrupt services. In accordance with PRISMA requirements, this review looks at recent research on deep learning models for cloud computing DDoS attack detection. Studies that use models like Convolutional Neural Networks (CCN), Long Short-Term Memory (LSTM) networks, and autoencoders were included after a systematic search and screening procedure utilizing significant academic databases. LSTM for learning temporal patterns, CNNs for extracting spatial features, and autoencoders for identifying anomalies are some of the major emerging themes. The benchmark datasets NSL-KDD, CICIDS2017, and CSE-CICIDS2018 are regularly provided to test models' performance measures, which include computation costs, accuracy, precision, recall, and $\mathbf{F 1}$-score. Notwithstanding encouraging outcomes, the assessment pointed up a number of research gaps, such as the high rate of false positives, the restricted realtime detection capabilities, and the difficulties with scalability. According to the findings, hybrid deep learning could produce a more reliable and expandable solution. It gives a summary of current limitations and trends and suggests future research directions to improve cloud infrastructure's resistance to DDoS attacks.",,979-8-3315-5647-1,10.1109/IMITEC67386.2025.11410478,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11410478,DDoS Detection;Cloud Computing Security;Hybrid Deep Learning;CNN-LSTM Framework;Explainable AI (SHAP);Cybersecurity Frameworks,Deep learning;Adaptation models;Attention mechanisms;Computational modeling;Cloud computing security;Scalability;Feature extraction;Denial-of-service attack;Computer crime;Long short term memory,,,,16,IEEE,3-Mar-26,26-28 Nov. 2025,26-28 Nov. 2025,IEEE,IEEE Conferences
Semantic and Graph-Based Unsupervised Learning for Insider Threat Detection Using User Activity Sequences,N. Baghalizadeh-Moghadam; C. Neal; S. I. Boucetta; F. Cuppens; N. Boulahia-Cuppens,"Polytechnique Montreal, Montreal, Canada; Polytechnique Montreal, Montreal, Canada; Polytechnique Montreal, Montreal, Canada; Polytechnique Montreal, Montreal, Canada; Polytechnique Montreal, Montreal, Canada","2025 22nd Annual International Conference on Privacy, Security, and Trust (PST)",3-Dec-25,2025,,,1,7,"Insider threats, where legitimate users misuse their access for malicious purposes, remain challenging to detect due to their contextual and behavioral subtleties. This paper presents a novel machine learning framework that captures user activity sequences through a user-centric representation named the User Daily Activity Sentence (UDAS). Unlike prior work that informally uses daily sequences, we formalize UDAS as a behavioral encoding technique using Word2Vec embeddings and extensively evaluate it across multiple unsupervised anomaly detection methods.To enrich this representation with relational context, we propose a graph-based extension that constructs a user interaction graph based on co-device usage and domain access. A Graph Convolutional Network (GCN) is applied to enhance semantic user embeddings, and anomaly detection is performed using Kmeans clustering.To the best of our knowledge, this is the first work to systematically combine semantic sequence embeddings with graph-based relational learning for insider threat detection. Experiments on the CERT Insider Threat v4.2 dataset show that our method outperforms prior unsupervised models in accuracy and robustness. The proposed framework requires no feature engineering or labeled data, making it applicable to real-world monitoring environments.",2643-4202,979-8-3315-0343-7,10.1109/PST65910.2025.11268873,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11268873,Insider Threat Detection;Unsupervised Learning;User Behavior Modeling;Word2Vec;Graph Neural Networks (GNN);Graph Convolutional Networks (GCN);Anomaly Detection,Accuracy;Graph convolutional networks;Semantics;Training data;Machine learning;Threat assessment;Natural language processing;Anomaly detection;Unsupervised learning;Context modeling,,1,,25,IEEE,3-Dec-25,26-28 Aug. 2025,26-28 Aug. 2025,IEEE,IEEE Conferences
Machine learning based Insider Threat Modelling and Detection,D. C. Le; A. Nur Zincir-Heywood,"Faculty of Computer Science, Dalhousie University, Halifax, Nova Scotia, Canada; Faculty of Computer Science, Dalhousie University, Halifax, Nova Scotia, Canada",2019 IFIP/IEEE Symposium on Integrated Network and Service Management (IM),20-May-19,2019,,,1,6,"Recently, malicious insider attacks represent one of the most damaging threats to companies and government agencies. This paper proposes a new framework in constructing a user-centered machine learning based insider threat detection system on multiple data granularity levels. System evaluations and analysis are performed not only on individual data instances but also on normal and malicious insiders, where insider scenario specific results and delay in detection are reported and discussed. Our results show that the machine learning based detection system can learn from limited ground truth and detect new malicious insiders with a high accuracy.",1573-0077,978-3-903176-15-7,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8717892,insider threat;cyber-security;machine learning,Machine learning algorithms;Machine learning;Feature extraction;Security;Logistics;Organizations;Data collection,,13,,24,,20-May-19,8-12 April 2019,8-12 April 2019,IEEE,IEEE Conferences
Unsupervised Learning for Insider Threat Prediction: A Behavioral Analysis Approach,R. Mehmood; P. Singh; Z. Jeffery,"School of Physics, Engineering and Computer Science University of Hertfordshire, Hatfield, United Kingdom; School of Electrical Engineering and Computer Science, The University of Queensland, Brisbane, Australia; School of Physics, Engineering and Computer Science University of Hertfordshire, Hatfield, United Kingdom",2024 17th International Conference on Security of Information and Networks (SIN),13-Feb-25,2024,,,1,7,"Most of the devastating cyber-attacks are caused by insiders with access privileges inside an organization. The main reason of insider attacks being more effective is that they don't have many security barriers before they get into the critical resources of the system. Different machine learning techniques have been previously utilized to identify insider threats within cy-bersecurity domain whereas research done in predicting insider attacks is not significant. Moreover, machine learning models used for prediction and detection face a critical limitation as they require training on labeled datasets, rendering them less effective for real-time data streams which lack threat presence indicators. This work presents an unsupervised machine learning approach that predicts insider threat using behavior analysis for real-time threat data. Patterns are identified in user behavior, to make predictions about benign and malicious insiders. Features are selected by analyzing activities performed. Selected features are utilized to feed machine learning model which extracts anomalous behavior among users, using anomalies in their activity patterns followed by learning methods for threat detection. A dataset that contains selected features from CERT r4.2 is used to make predictions. The performance of Isolation Forest (iForest) is compared with other algorithms of the same category including One-class SVM, Local Outlier Factor (LOF) and DBSCAN to evaluate the new approach. The iForest shows the best performance accuracy 80 percent and recall 84.2 percent.",,979-8-3315-0973-6,10.1109/SIN63213.2024.10871807,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10871807,Cyber Security;insider threat prediction;machine learning;user behavior;unsupervised learning,Training;Support vector machines;Machine learning;Feature extraction;Rendering (computer graphics);Real-time systems;Threat assessment;Security;Unsupervised learning;Streams,,1,,25,IEEE,13-Feb-25,2-4 Dec. 2024,2-4 Dec. 2024,IEEE,IEEE Conferences
Evaluating Insider Threat Detection Workflow Using Supervised and Unsupervised Learning,D. C. Le; A. N. Zincir-Heywood,"Faculty of Computer Science, Dalhousie University, Halifax, NS, Canada; Faculty of Computer Science, Dalhousie University, Halifax, NS, Canada",2018 IEEE Security and Privacy Workshops (SPW),6-Aug-18,2018,,,270,275,"Insider threat is a prominent cyber-security danger faced by organizations and companies. In this research, we study and evaluate an insider threat detection workflow using supervised and unsupervised learning algorithms. To this end, we study data exploration and analysis, anomaly detection and malicious behaviour classification on a publicly available data set. We evaluate several supervised and unsupervised learning algorithms - HMM, SOM, and DT - using this workflow.",,978-1-5386-8276-0,10.1109/SPW.2018.00043,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424659,Insider Threat Detection;Unsupervised Machine Learning;Supervised Machine Learning;Anomaly detection;Behaviour Classification,Hidden Markov models;Feature extraction;Self-organizing feature maps;Organizations;Data models;Training;Data mining,,52,,19,IEEE,6-Aug-18,24-24 May 2018,24-24 May 2018,IEEE,IEEE Conferences
